Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score,Predicted_Cost,Predicted_CO2,Cost_Score,CO2_Score,AI_Recommendation_Score
Corrugated Cardboard,4611.23,31.08,81.02,43.366666666666674,90.89,1.19,0.6788090221324581,0.3701339137021536,0.589212682411326,0.9128094301847901,43.767006,0.8990193554222784,0.58337617,0.7411977623134951
Mushroom Mycelium,1545.23,12.15,98.4,25.19,71.18,1.54,0.7802908204998737,0.2559647014069608,0.6061139594940177,1.9687573150471382,25.170124,0.6488461946577158,0.8332667,0.7410564350649876
Mushroom Mycelium,2116.19,8.37,99.19,15.14,67.37,2.87,0.8576641529916688,0.2737194368154425,0.6469446020720108,2.5532729071484392,14.87731,0.5103638743761474,0.9715736,0.7409687328042236
Corrugated Cardboard,4817.69,26.21,75.32,51.88,93.96,0.6,0.6127939106286291,0.3279400265256975,0.5548866243378257,0.8226519175401543,45.402916,0.9203793015221939,0.5613941,0.7408866984715157
Bamboo Fiber,5404.5,17.38,91.79,33.32,77.67,1.77,0.7279229007826307,0.341634436747131,0.634623088455757,1.6440508571807064,31.039703,0.7257750299247137,0.75439584,0.7400854362384494
Mushroom Mycelium,2202.89,10.31,95.21,20.38732142857143,65.12,2.4,0.804548020701843,0.2721942878290805,0.6159424814710186,2.304205638074917,19.446568,0.5693724171654002,0.91017544,0.7397739299305089
Hemp Fiber,5460.08,13.04,85.22,33.12,74.48,1.12,0.7201201312799798,0.3210492734125159,0.6167036432053518,1.5468208953953022,32.81,0.7488105671984524,0.7306079,0.7397092470220015
Corrugated Cardboard,5184.43,17.03,82.61,30.39,81.61,1.05,0.7656328275687957,0.3427107372055572,0.6318227116038546,0.9562997288537366,43.262394,0.8887157167327387,0.5901568,0.7394362551635496
Bamboo Fiber,5118.850689655172,5.3,86.46,35.52,83.3,1.4255932203389825,0.7253733653117899,0.2683180000126272,0.6224723416745529,1.4333317425570862,34.853397,0.7756982010344066,0.70315033,0.7394242665042181
Corrugated Cardboard,5864.69,10.57,83.87,44.1,86.38,0.95,0.6587991769755113,0.2889998843352663,0.6024636900264448,0.9325941868211512,43.794315,0.8943319885800015,0.58300924,0.7386706157957381
Recycled Paperboard,4101.62,16.88,71.07,41.13,81.75,0.97,0.6711525498611461,0.2925498594759775,0.5516171955218334,1.052137828422716,41.720264,0.866009936803111,0.6108787,0.7384443213907523
Corrugated Cardboard,3579.66,13.5,81.23,45.53,83.79,0.65,0.6383934789194647,0.2533870121822392,0.5513228875061711,0.832047525582106,45.6488,0.9181533119683,0.5580901,0.7381217013599739
Corrugated Cardboard,5579.03,8.86,79.56041666666668,31.1,89.1,0.69,0.7818291593032063,0.3071823756109078,0.6440970809318066,0.8412811992485959,45.502083,0.9159656875980732,0.5600616,0.7380136307901559
Starch-Based Packaging,2956.49,6.472678571428572,94.80654545454549,28.43,66.58,2.36,0.7378616864428174,0.2477360129556329,0.5992262841676103,1.876839902470419,27.244856,0.6706230928960373,0.80538803,0.7380055631430412
Hemp Fiber,5559.77,17.63,93.26,28.6,70.53,2.11,0.7482095405200706,0.3580259305538193,0.6435565301799964,1.842530340605009,27.878489,0.6787516489160494,0.7968738,0.737812728411577
Recycled Paperboard,6553.85,16.81,70.07,25.38,90.13,0.85,0.835461951527392,0.3824068825728064,0.6638587299825899,1.100818773409116,40.99291,0.8544765400788579,0.6206523,0.7375644290398257
Bamboo Fiber,5474.2,18.86,92.89266666666666,33.37,75.25,1.4255932203389825,0.7202210931582933,0.3505242027098827,0.6328770263270185,1.5974842351114162,32.329403,0.7368075052923042,0.7370658,0.7369366486880222
Kraft Paper,5016.43,13.36,93.41,47.49,79.57,0.78,0.608414620045443,0.2772821069592877,0.5820177598886486,0.7879450235263108,46.616726,0.9286019927176934,0.5450839,0.7368429365710965
Recycled Paperboard,7141.93,24.98,70.49,40.46,93.05,0.94,0.7109727720272658,0.3982895376314427,0.6225073695393755,1.0934877092251316,41.26958,0.8562134018359268,0.61693466,0.7365740294663947
Kraft Paper,7837.3,7.85,89.14,29.92,87.06,0.88,0.7861358192375663,0.3514495910175587,0.6985126769624656,1.3539534011414163,36.849976,0.7945043664265513,0.67632186,0.735413115277332
Mushroom Mycelium,2852.25,1.52,97.37,17.87,62.87,2.43,0.8200414567028527,0.2468789523559102,0.6353202409494307,2.4190068679227816,18.342009,0.5421739285444933,0.9250176,0.7335957619178155
Mushroom Mycelium,1376.04,7.23,95.03,14.45,66.84,2.75,0.8621710982075234,0.2543931807001949,0.6287473591186489,2.161532769490339,22.904486,0.6031742013261818,0.8637106,0.7334423917912495
Bamboo Fiber,6562.95,20.51,92.68,38.09,81.75736842105263,1.74,0.6980365586840112,0.369461170236795,0.6443918983731494,1.4191276173268343,36.041744,0.7790634153178851,0.68718225,0.7331228314782938
Mushroom Mycelium,1663.26,2.9,97.92,25.03,67.79,1.67,0.771534604897753,0.2114097306902385,0.6008000994046176,2.055006582101656,24.83051,0.6284121826558182,0.8378302,0.733121184273008
Corrugated Cardboard,4345.16,19.1,79.56041666666668,45.0,94.37,0.96,0.6748166397374401,0.2991632180407278,0.5829593391235683,0.8588308225529944,45.930634,0.9118078642857408,0.55430305,0.7330554571634698
Mushroom Mycelium,1696.75,12.11,99.16,29.2,78.31,1.58,0.7662478490280231,0.2487534968915302,0.6090481388721494,1.854712456360251,28.419695,0.6758654852644351,0.78960145,0.7327334652312472
Starch-Based Packaging,3536.72,8.29,94.14,29.56,69.93,1.97,0.7379268341327947,0.2661310789729161,0.609265877320794,1.805437283960654,29.288605,0.6875396652151179,0.7779257,0.7327326974833523
Recycled Paperboard,6465.29,17.11,70.9,41.31,93.56,1.3,0.7049920424135319,0.3419045899179709,0.6106883369005931,1.1091382312144658,41.67119,0.8525055099884068,0.6115382,0.7320218408782977
Starch-Based Packaging,3847.59,4.36,91.13,33.26,72.37,1.39,0.7125530699318354,0.2430527429276431,0.59890458692111,1.6359676548007496,32.393005,0.7276900868299672,0.7362112,0.7319506337584589
Hemp Fiber,4070.29,20.41,91.43945454545457,32.49,71.61,1.77,0.7170769073466295,0.3318019562628461,0.6043565322316359,1.6713049924630916,31.816877,0.7193180321265809,0.74395275,0.7316353916431244
Corrugated Cardboard,4735.78,10.94,78.35,45.53,89.46,0.96,0.6554034789194647,0.2640586308945146,0.574736324136873,0.8922105118465524,45.600082,0.9038996119035723,0.55874467,0.7313221404320718
Recycled Paperboard,5199.05,7.56,89.72,44.46,88.71,0.74,0.6626081620802827,0.2589758563781355,0.6072019686576189,1.0749837669971771,42.633873,0.8605973205691658,0.5986023,0.7295998077455204
Corrugated Cardboard,4836.82,27.23,84.42,43.24,94.55,1.14,0.6909082681141125,0.3553716965047174,0.607300866666753,0.8171140904085235,47.360546,0.9216913129738467,0.53508896,0.7283901346649476
Kraft Paper,7875.89,7.22,85.72,38.3,79.97,0.96,0.6908188613986367,0.3278598210069841,0.6463462061801164,1.357104007069988,37.922756,0.7937579308734586,0.6619067,0.7278323250406111
Hemp Fiber,5079.79,3.57,93.81,28.87,84.08,2.37,0.7864737793486491,0.2754403380298234,0.6633288289761747,1.5456849800223866,34.69211,0.7490796861041079,0.7053176,0.7271986512834077
Bamboo Fiber,4994.7,27.62,94.17,38.75,82.14,1.06,0.693352592779601,0.3719534409295926,0.621441826491386,1.3387188515644224,38.379723,0.7981137068827783,0.6557663,0.726940007595213
Hemp Fiber,5147.11,24.53,88.36,27.27,78.22,2.24,0.7830316233274425,0.388241833842583,0.6477946987424303,1.9727578276182056,27.206509,0.6478984008423867,0.8059033,0.7269008581932576
Recycled Paperboard,4269.43,19.02725806451613,71.27,44.21,84.31,0.69,0.6516172002019691,0.2992269179329789,0.5480633461116198,1.0777621032608231,43.090397,0.8599390824357245,0.5924679,0.7262034932633029
Starch-Based Packaging,3738.32,10.41,96.42,25.61,66.63,2.44,0.7629296364554405,0.2911117451090578,0.6253000785695788,2.048630201833588,26.120378,0.6299228625186859,0.82049793,0.7252103962842911
Cotton Fiber,4662.17,7.93,86.36,36.36,79.96,1.35,0.7079309972229234,0.2702747933858417,0.6053641885227798,1.441599545836064,36.89065,0.7737394088359155,0.6757753,0.724757349185719
Recycled Paperboard,4003.18,21.59,73.27,44.89,85.44,1.38,0.648998616510982,0.3051610702439048,0.547644210867829,1.1279291034438625,42.441307,0.8480536123459734,0.60118985,0.7246217320534188
Hemp Fiber,7142.05,21.0,86.47,23.53,80.65,1.67,0.8233688336278717,0.4206443941723942,0.6938170137704116,1.7942622905909236,30.735683,0.6901872233502364,0.758481,0.7243341245230186
Corrugated Cardboard,6978.62,11.79,87.0,44.27,87.52,1.16,0.6607170310527644,0.3177390424016869,0.6275555637471844,1.0819162730940879,43.49138,0.8589548844346309,0.5870798,0.7230173537258756
Recycled Paperboard,3723.96,17.38,89.28,46.41,82.31,0.89,0.6261776647311285,0.2740112732902939,0.5633747800569182,1.1138633822862258,42.971893,0.8513860362002981,0.5940603,0.7227231689904994
Corrugated Cardboard,4313.63,6.72,78.9,49.63,94.89,0.66,0.635465253723807,0.2234034114246,0.5646570690978099,0.8288772020573133,48.000465,0.9189044189767174,0.5264902,0.7226973152317668
Corrugated Cardboard,5504.02,9.09,70.61,40.77,94.9,0.77,0.7137835647563746,0.2824043481934614,0.5999995351584324,0.7953216322915974,48.604836,0.9268543406252079,0.5183692,0.7226117692353334
Mushroom Mycelium,1835.27,6.7,95.09,20.38732142857143,63.53,2.54,0.799778020701843,0.2461369070402661,0.6068495709329504,2.170054024721434,24.37697,0.6011553617741499,0.84392446,0.7225399122847037
Kraft Paper,7624.31,20.68,82.27,49.52,88.45,0.64,0.6171172304973491,0.3633124735387736,0.6100272735030413,0.8088634937795095,48.379784,0.9236460286056156,0.52139324,0.722519634051877
Starch-Based Packaging,3390.87,8.6,94.80654545454549,33.19,71.46,1.73,0.7104416006059076,0.2555540779838108,0.5976633351101084,1.7721639089647523,31.426605,0.6954227298164684,0.7491969,0.7223098084163824
Mushroom Mycelium,2480.17,12.62,96.99,21.76,72.62864406779661,2.75,0.8149447557328016,0.2862676643606884,0.6336040963427727,2.3827399279451846,20.670673,0.5507662228570454,0.8937268,0.7222465242855783
Hemp Fiber,5084.08,32.66,87.23,27.87,73.44,2.39,0.763389931835395,0.4270798561658889,0.6327274573760515,1.9718409562814672,27.943079,0.6481156242523812,0.79600585,0.7220607346611332
Bamboo Fiber,5661.6,3.19,86.02,36.46,80.59,1.58,0.7089373819742489,0.2663021289698827,0.6209866854263228,1.5028931403249493,36.230587,0.7592178472250366,0.6846447,0.7219312731608581
Starch-Based Packaging,3294.45,2.12,91.65,16.68,66.74,1.85,0.8421664781620802,0.2620549751617253,0.6429375512114164,2.0006072770328727,27.479664,0.6413003623544093,0.80223286,0.7217666119366346
Mushroom Mycelium,2178.35,12.53,95.48,14.05,75.45,2.75,0.8915355592022216,0.2990616417631976,0.6607633509967674,2.536246516862105,18.163708,0.5143977343188647,0.92741346,0.720905598955697
Hemp Fiber,4178.48,32.95,90.56,33.13,70.8,1.93,0.7089917697551122,0.3966539406863577,0.6002215068705381,1.749609669725173,32.240395,0.7007662371998287,0.7382618,0.719514028042816
Mushroom Mycelium,1906.22,13.43,95.9,20.85,76.42,2.77,0.8343597222923504,0.2809060281854101,0.6335940375469806,2.4756364961314934,19.72385,0.5287573449374885,0.9064495,0.7176034208417759
Recycled Paperboard,5536.15,13.16,74.14,44.85,88.22,1.029516129032258,0.6576920626104519,0.2936153814678937,0.5787524554008027,1.0804436667039843,44.45676,0.8593037715345111,0.57410777,0.7167057688429697
Corrugated Cardboard,6446.32,13.99,70.89,48.85,93.72,0.97,0.6388474526634688,0.3064950916032861,0.5821421982548007,0.8529002475422331,48.494106,0.9132129248165328,0.51985705,0.7165349869024376
Mushroom Mycelium,1434.58,1.41,97.36,11.26,61.0,2.15,0.8728384246402423,0.2338355489526681,0.6347160886591217,2.3117820603855774,22.811773,0.5675774256284911,0.8649564,0.7162669022826293
Mushroom Mycelium,1946.89,5.91,99.23,20.89,75.52,2.331016949152542,0.8313062761928806,0.2431172106632703,0.6389374626459146,2.4168263536343595,20.970955,0.542690531834719,0.8896919,0.7161912105603802
Hemp Fiber,5014.54,4.59,85.65,20.79,79.87603448275863,1.48,0.845257994889831,0.2997221632212454,0.6681744045663147,1.8079224292783436,31.749365,0.686950889321915,0.74485993,0.7159054115875322
Hemp Fiber,6812.15,3.59,87.49,24.16,79.09,1.33,0.8131220575612219,0.3230758476477205,0.6852629000901828,1.7159299195375808,33.426544,0.7087455794372435,0.7223233,0.7155344389457641
Mushroom Mycelium,2300.46,14.11,99.32,20.91,65.71,1.58,0.8016995531431457,0.2923493743403201,0.6248777668558148,2.3950944377998926,21.503002,0.5478392159238838,0.8825426,0.7151909130461704
Mushroom Mycelium,1239.37,2.72,98.5,20.38732142857143,60.54,2.52,0.790808020701843,0.2134873306585906,0.5985019071047025,2.358085683551489,22.205595,0.5566072594599425,0.8731017,0.7148544853665679
Recycled Paperboard,7252.54,10.15,75.59,45.61,87.92,0.93,0.650076586720525,0.3115901343210168,0.6046627444810775,1.0578596422392443,45.14625,0.8646543355766605,0.56484294,0.7147486374767458
Mushroom Mycelium,3098.15,3.88,99.71,20.38732142857143,74.73,1.75,0.833378020701843,0.2576730720166295,0.6579869108415414,2.481596589843404,20.052586,0.5273452908922682,0.9020322,0.7146887437070136
Corrugated Cardboard,3683.77,22.6,81.05,51.03,90.81,0.8,0.6108546402423629,0.2882624737142714,0.5457809110154743,0.8333179559516926,49.133934,0.9178523240259526,0.51125956,0.7145559399213015
Mushroom Mycelium,2150.9,4.84,99.55,20.38732142857143,72.1,2.88,0.8254880207018429,0.2431020883996162,0.6377897961509912,2.4050503119130138,21.445724,0.5454804891999999,0.8833123,0.7143963870732208
Corrugated Cardboard,5147.686470588235,35.15,87.22,44.51,82.33,1.11,0.6430263544559455,0.3991350694981405,0.5884545395425368,1.089129299246256,44.736153,0.8572459880231373,0.5703535,0.7137997480093714
Corrugated Cardboard,4195.03,33.64,80.21,48.01,88.46510638297873,0.95,0.6305051399012713,0.3629630104607322,0.5587348964857761,0.9079162297138802,47.945137,0.9001786431538142,0.5272337,0.7137061814897794
Hemp Fiber,5839.46,29.15,85.16,27.58,86.62,2.48,0.8054924160565513,0.4253718604274504,0.6676971733517696,2.074547532108196,27.380642,0.6237825780157031,0.8035635,0.7136730268122644
Corrugated Cardboard,4194.22,15.07,71.4,42.57,84.01,1.13,0.6652084902802323,0.2815470541266455,0.5527736398511086,0.8791170094580667,48.4611,0.9070016995396802,0.5203005,0.7136511035425757
Recycled Paperboard,7297.0,27.74,71.44,46.64,81.0,0.69,0.6202153496591769,0.4000172196745202,0.5792991246690464,1.013689762382669,46.09216,0.8751189793462257,0.55213255,0.7136257631239643
Bamboo Fiber,3812.24,19.82,87.29,36.32,79.33,1.83,0.7063944433223932,0.3138009388059752,0.5930026703564185,1.5864074396214705,36.01979,0.739431798572861,0.68747723,0.7134545147992783
Hemp Fiber,6002.78,4.9,91.43945454545457,31.47,73.49,2.35,0.7317297828831102,0.2946797472409541,0.641798931347156,1.9723289188350202,29.444338,0.6480000170940099,0.77583313,0.7119165734884112
Corrugated Cardboard,5263.09,23.3,71.73,53.95,92.11,0.56,0.5889530749810654,0.3169700848630531,0.543032636775789,0.7009247198127206,51.98688,0.9492186772556419,0.47292382,0.7110712462530193
Mushroom Mycelium,1321.39,8.11,95.64,20.05,74.48,2.78,0.835608644281747,0.2436391473287273,0.6231986470427953,2.5065473047803675,20.23812,0.521434015053187,0.8995392,0.7104865938512852
Mushroom Mycelium,3227.98,12.2,95.79,20.38732142857143,64.09,2.51,0.8014580207018429,0.3029671856758034,0.6308616494743213,2.262927655712511,24.60944,0.5791519180911804,0.84080076,0.709976340133847
Bamboo Fiber,5118.850689655172,29.39,92.58,39.25,80.33,1.73,0.6835045165362281,0.3823130713226541,0.6146605995974501,1.4675027752882628,38.678326,0.7676024650729086,0.6517539,0.7096781837541057
Corrugated Cardboard,5396.47,34.99,79.36,52.37,80.73,0.64,0.5687741959101237,0.3835904732837474,0.5435909300352801,0.8274817562275305,50.071728,0.9192350253436765,0.49865818,0.7089466027902465
Recycled Paperboard,6761.81,5.49,70.59,47.34,86.87354838709678,0.78,0.6316506880797452,0.2732531677607093,0.5784351293788834,1.0355532441977582,46.46919,0.8699391248956319,0.54706633,0.7085027279026804
Mushroom Mycelium,2275.6799999999994,4.93,99.45,22.1,84.84,2.47,0.8485745316839182,0.2418065625355691,0.6585092418265205,2.4520570442556764,21.54542,0.5343437437450755,0.8819727,0.7081582071500951
Starch-Based Packaging,3623.42,10.62,94.85,30.81,69.65,2.22,0.7260416435243625,0.2766955784294816,0.6067316325169834,1.9461999931343437,30.470085,0.6541904323821401,0.7620499,0.7081201728942561
Mushroom Mycelium,3032.68,6.69,96.12,28.94,73.19,1.86,0.7531852486745771,0.2491293430781522,0.6143204231534434,2.1767687782427245,26.408575,0.5995645151649015,0.81662536,0.7080949359195479
Starch-Based Packaging,2161.05,5.13,95.41,34.64,75.05851851851851,2.17,0.7084247350556816,0.2088140473396504,0.5816005480167173,1.8505618203156131,32.198036,0.676848846047061,0.73883104,0.7078399446452346
Recycled Paperboard,4237.19,32.35,77.27,49.31,84.13,1.04,0.6060128225195656,0.3539398173737976,0.5399057690787079,1.0801256406410662,45.84946,0.8593791176633364,0.55539376,0.7073864365496401
Mushroom Mycelium,1191.28,5.2,99.53,19.01,81.05,2.93,0.8645082428679625,0.2286800363928697,0.6460579211260493,2.6051125494808094,19.003338,0.4980821250956097,0.9161312,0.7071066617509145
Hemp Fiber,7532.06,4.03,94.4,33.57,80.91,1.7308620689655172,0.7354338626609441,0.3163849713609741,0.678211917509472,1.7737668349741031,33.661865,0.6950429676407212,0.7191613,0.7071021198448357
Recycled Paperboard,4776.83,11.84,72.56,48.25,88.03,0.61,0.6270791441555162,0.2626469093224672,0.5506165745350542,1.0244703031954776,46.943565,0.8725648741592608,0.54069203,0.7066284527713875
Mushroom Mycelium,2340.94,5.95,98.44,18.61,65.25,2.84,0.8206427038626609,0.2571855582655769,0.6315303865526732,2.611266895760271,18.97904,0.496624049102235,0.9164577,0.706540880876267
Corrugated Cardboard,6498.47,18.33,80.15,53.07,88.46510638297873,0.64,0.5857942083183378,0.3191477732123138,0.5749967052803592,0.8404253758097977,50.2385,0.9161684476564149,0.49641728,0.7062928658341279
Recycled Paperboard,4477.83,15.91,89.42,46.73,88.05,1.28,0.6405700959353698,0.2811830148661938,0.5855560402576137,1.1515916397084416,44.77236,0.8424475293433189,0.569867,0.7061572721141338
Corrugated Cardboard,4949.77,22.03,74.64,49.69,87.96,1.19,0.6141450845746024,0.3147724539811608,0.5518565782329631,0.9228195227846234,48.88016,0.8966477833578363,0.51466954,0.7056586604510434
Recycled Paperboard,4265.87,19.02725806451613,85.61,46.75,94.03,1.3,0.6583333728856349,0.2927411512942759,0.5865412123058218,1.146658323948086,45.011444,0.8436163211127902,0.5666544,0.705135352624495
Corrugated Cardboard,4657.43,35.75,80.56,48.6,82.2,1.09,0.6064964907851552,0.3817964753997854,0.5518063414640859,1.0003134113914487,47.693035,0.8782880789343234,0.53062123,0.7044546547682939
Mushroom Mycelium,1155.87,3.22,98.39,11.37,73.02,2.44,0.9079264478667002,0.2370961159769203,0.6561010959477633,2.3634311473500373,23.664919,0.5553408223626138,0.8534925,0.7044166603802204
Cotton Fiber,5735.92,16.2,90.06,33.73,74.74,1.35,0.7155100782630649,0.3413730008912542,0.6288606937367133,1.706726655209171,35.52816,0.7109259992850374,0.6940834,0.702504695952562
Cotton Fiber,3156.72,3.39,87.45,34.01,78.6,1.97,0.724615955566776,0.2219758449193561,0.5904956592854296,1.7934275860881848,34.043167,0.6903849799504893,0.7140376,0.7022112885649511
Starch-Based Packaging,1997.07,9.22,97.45,32.46,73.97,2.35,0.724421991921232,0.2318968013125567,0.5892331632810607,2.023328281846268,30.075075,0.6359173451890736,0.76735777,0.7016375559086695
Mushroom Mycelium,3352.04,2.88,97.14,28.11,72.59,2.0,0.7587192552385761,0.2382769429672459,0.6232337743437375,2.1911045725562217,27.234505,0.596168106093117,0.80552715,0.700847628362034
Bamboo Fiber,4591.01,20.03,86.44,30.11,79.04,1.64,0.7603969502650846,0.3465772740362223,0.6262545793106027,1.5973241354199448,37.740845,0.7368454358061365,0.66435105,0.7005982409457471
Mushroom Mycelium,1226.54,2.94,98.55,22.17,80.86,2.24,0.836016001009846,0.209849834369745,0.6322931753328134,2.5824715072813205,20.40517,0.503446197670828,0.89729446,0.7003703296989852
Corrugated Cardboard,4031.06,39.55,74.65,50.46,84.95,0.98,0.5983112471598081,0.3836807732360884,0.5287643007675806,0.9251560397993468,49.655247,0.8960942201989597,0.5042546,0.7001743998715135
Mushroom Mycelium,3040.68,4.2,95.61,20.9,76.25,2.74,0.8334079146680131,0.2568356945973327,0.6499896026401721,2.486829544607397,22.216002,0.5261055092210196,0.8729619,0.699533693998785
Recycled Paperboard,5053.47,24.12,86.06,47.4,92.68,0.96,0.6485398737692502,0.3333943456201475,0.5944339494751966,1.139447214933943,46.047115,0.8453247633195958,0.55273783,0.6990312976944963
Corrugated Cardboard,5624.16,27.77,85.04,52.36,88.46,1.02,0.5920525574349911,0.3513125794615766,0.573974732730385,0.9161940121248102,50.021694,0.8982174867183964,0.49933052,0.6987740036741397
Recycled Paperboard,5750.68,25.06,77.23,49.8,86.87354838709678,1.3,0.6099137529623506,0.3464954589995822,0.5668114465707824,1.119892372990411,46.53342,0.8499576592109519,0.54620326,0.6980804574321666
Corrugated Cardboard,3829.94,30.15,83.58,50.68,85.05,1.0,0.596667293612724,0.3308317147380452,0.5429074163327594,0.9320745376811018,49.913506,0.8944551028640665,0.5007843,0.6976196903900105
Starch-Based Packaging,1724.93,3.75,93.44,33.28,82.13,2.36,0.7416563468821005,0.1962049829476987,0.5902197353075647,1.9375870736218572,32.333904,0.6562309888610524,0.73700535,0.6966181709174952
Mushroom Mycelium,2213.26,1.02,96.64,20.97,82.14,2.92,0.8504593839939408,0.2233443912633802,0.6507990890526695,2.589527487803616,20.981798,0.5017745082107123,0.88954616,0.6956603320701389
Bamboo Fiber,4406.58,29.07,99.56,37.8,76.68,1.89,0.6853669376420095,0.3696799398872584,0.6158361509362076,1.7009693634554202,36.67797,0.7122900058767713,0.6786331,0.6954615498553474
Mushroom Mycelium,1096.91,13.5,97.77,24.88,73.32,2.68,0.789450027770765,0.2544394404085087,0.6033886115006012,2.4097546173020508,24.263916,0.5443659541313203,0.8454436,0.6949047802539841
Mushroom Mycelium,3256.0,12.8,95.71,26.82,60.65,2.4,0.734297891946478,0.2903774115837243,0.5998937872521609,2.291734669967461,26.393703,0.5723270151658906,0.81682515,0.694576083304686
Corrugated Cardboard,6824.63,39.56,85.81,51.43,94.82,0.92,0.6193501792476648,0.4387589050899496,0.6102823991540245,0.94075461128588,50.244946,0.8923986363655713,0.49633062,0.6943646276119544
Mushroom Mycelium,2204.8,13.1,95.33,27.35,77.62,2.53,0.7805247311285028,0.2689485348153591,0.6148450943598535,2.3154900685573883,26.226412,0.5666989313980644,0.8190731,0.6928860062073025
Hemp Fiber,6784.72,32.41,87.53,31.64,82.75,2.48,0.7580076369603634,0.4512708167393154,0.663913542909817,2.1289686638575636,29.756813,0.6108892271815388,0.7716343,0.6912617539315744
Corrugated Cardboard,6708.33,6.12,79.1,50.04,88.46510638297873,1.19,0.6125677503531775,0.2685638521175935,0.5876070616255625,1.001930918916164,49.72966,0.8779048621337411,0.50325465,0.6905797570785283
Mushroom Mycelium,3090.65,1.64,97.48,25.06,72.62864406779661,2.331016949152542,0.7857854525265404,0.2342466404517041,0.6315084854825129,2.3909999160576594,25.24259,0.5488092822129103,0.832293,0.6905511281040595
Hemp Fiber,7164.47,3.27,97.59,34.93,87.38,1.88,0.7428266952789699,0.3014951412427153,0.6867165453201547,1.8559439158932252,34.703724,0.6755737302184388,0.7051616,0.6903676508605622
Cotton Fiber,3343.23,17.93,88.13,35.47,65.83,1.64,0.6734051729361272,0.296614926748398,0.5636662361952453,1.7725232196403662,36.202797,0.6953376026158713,0.6850182,0.6901778922083568
Cotton Fiber,4560.15,11.48,90.99,32.51,73.1,1.28,0.7213701842968947,0.2960820452895825,0.6139197939117123,1.8434335554194317,35.148006,0.6785376609832994,0.69919163,0.6888646454349633
Cotton Fiber,3364.0,17.45,87.77542372881356,34.87,60.05,1.61,0.6613668644281746,0.2960980077989318,0.5539889525573344,1.8307594568260148,35.525352,0.6815403842714568,0.6941211,0.6878307533158432
Recycled Paperboard,7492.12,12.64,71.46,47.67,83.28,1.37,0.6179541125978287,0.3240747684773717,0.5830094832678506,1.249422373943821,45.878307,0.8192696582055086,0.55500615,0.6871379023182389
Mushroom Mycelium,1166.11,10.63,99.62,27.7,83.91,2.41,0.7963020777581418,0.2340408996105132,0.6186613713063883,2.332441071428579,27.054867,0.5626829320980917,0.80794096,0.6853119460142558
Mushroom Mycelium,2939.98,6.61,99.32,23.42,70.0,2.65,0.7923908104014137,0.2607481431317207,0.6338208540796498,2.5516850107227036,23.276033,0.5107400757715834,0.85871804,0.6847290566884345
Cotton Fiber,5388.47,19.14,90.31,41.82,73.13,1.36,0.6391956046452916,0.3288617965113812,0.5901436330105749,1.6190527395960754,40.123657,0.7316975363087542,0.6323327,0.6820151094591562
Cotton Fiber,5162.03,8.88,85.23,45.17,77.29,2.63,0.6220744938146932,0.2631840138074894,0.5721121190549099,1.7159778833816386,38.47753,0.7087342159347048,0.654452,0.6815931209125276
Mushroom Mycelium,1342.46,14.09,99.56,28.32,63.36,2.331016949152542,0.7291736632163595,0.2538293279513309,0.5778145570663534,2.3182770191187996,27.90815,0.5660386523816112,0.79647523,0.6812569420145513
Hemp Fiber,6394.13,16.89,85.35,33.47,77.04,2.3,0.7247074779096188,0.3591064543139695,0.6351715832680792,2.0577644440660365,32.67727,0.6277587952543449,0.7323915,0.6800751359427547
Starch-Based Packaging,3728.27,1.54,91.43,31.05,69.37,2.32,0.7230809669275435,0.2317304939303368,0.6000331512397596,2.159132628446789,31.036299,0.603742838168732,0.7544416,0.6790922285440523
Mushroom Mycelium,1281.9,3.72,98.01,25.77,73.72,2.72,0.7827858520575612,0.2058961158977497,0.6041533104512944,2.4930983918139837,25.270554,0.5246203058861729,0.83191717,0.6782687362980364
Mushroom Mycelium,3015.73,14.25,95.56,28.64,70.07,2.88,0.7464760944206008,0.2882675011967556,0.6078337156123104,2.4310117540939054,27.196491,0.539329753788236,0.8060379,0.6726838283101336
Mushroom Mycelium,3217.87,1.08,99.49,17.41,61.33,2.85,0.8194860868467558,0.2533085566006577,0.6438686792132262,2.48690031531987,26.219543,0.5260887423586746,0.8191654,0.6726270754849861
Cotton Fiber,4094.06,11.23,87.77542372881356,38.08,77.61,2.17,0.6856828149457208,0.2711497212896526,0.5882182926457625,1.7523518561951494,40.08866,0.7001165636066199,0.63280296,0.666459763431728
Mushroom Mycelium,1182.98,8.26396551724138,95.52,29.73,75.73,2.46,0.7538246882100479,0.2171419415074556,0.5866652051840501,2.4619386119744036,27.57953,0.53200262155056,0.8008909,0.6664467720484734
Mushroom Mycelium,3025.59,1.53,95.0,24.5,72.62,2.88,0.7907077657157284,0.2337583355645262,0.6276424884143598,2.6171967392412316,24.901066,0.4952191618840893,0.8368821,0.6660506381472449
Cotton Fiber,3665.71,11.99,94.08,41.37,67.92,1.23,0.6275418732643272,0.2579241743184143,0.5623926008310102,1.733497252780985,40.642918,0.7045835603199082,0.62535524,0.6649694020013848
