Material_Type,Strength_PSI,Weight_Capacity_KG,Biodegradability_%,CO2_Emission_Score_%,Recyclability_%,Cost_per_KG_USD,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
PHA Bioplastic,7863.64,9.09,80.43,41.68,67.72,2.47,0.624202665993436,0.3286545050388228,0.5982657308481076
Recycled Paperboard,4724.91,20.54,77.79,32.0,83.81,1.32,0.7580066220651349,0.34717335689801243,0.613384420055237
Hemp Fiber,7142.05,21.0,86.47,23.53,80.65,1.67,0.8233688336278717,0.4206443941723942,0.6938170137704116
Kraft Paper,7540.17,7.75,86.87,34.15,81.4,0.73,0.7317788942186316,0.33414492937720763,0.6620440614687423
Cotton Fiber,4064.13,2.27,83.46,37.54,60.41,2.99,0.6388543372885634,0.22599558490534727,0.5467610370945403
Hemp Fiber,6167.551694915255,25.76,86.76,31.01,79.85,1.39,0.7548744130270133,0.406095888386532,0.6494342485786029
Aluminum Packaging,11875.19,38.95,2.75,89.33,97.66,4.39,0.29297999999999996,0.44386279054595557,0.38406894875212305
Aluminum Packaging,13852.62,47.19,3.49,87.86,88.31,2.55,0.2779191441555163,0.5304713497905794,0.40293054994611416
Mushroom Mycelium,2846.37,8.26396551724138,99.19,11.98,60.22,2.41,0.8641363948497853,0.2961769614073986,0.6558784901372742
Starch-Based Packaging,2956.49,6.472678571428572,94.80654545454549,28.43,66.58,2.36,0.7378616864428174,0.24773601295563297,0.5992262841676103
Recycled PET (rPET),9644.332592592593,12.92,13.37,69.3,83.83,1.93,0.42847813430951776,0.3151820642593124,0.4191006299235024
PLA Bioplastic,7177.55,7.47,79.62,43.32,50.86,2.47,0.5591313759151729,0.3020991268592594,0.546126522051636
Recycled Paperboard,6639.12,27.51,82.92,43.22,81.21,0.83,0.6510649911638475,0.39393769633765596,0.6055041124602716
PLA Bioplastic,7145.31,12.22,66.16,58.77,62.98819672131148,1.91,0.4589974101588852,0.286764525764048,0.4844278315000795
PLA Bioplastic,8993.16,8.73,79.73,68.32,70.63,1.72,0.3975375637465287,0.2827935953739793,0.5192298960005838
Bagasse Fiber,4494.11,20.48,94.0,27.72,86.88,1.24,0.8050353547084069,0.3529227809784993,0.6646267363117299
Starch-Based Packaging,3276.65,5.82,90.82,17.49,74.38,1.28,0.8579291946478161,0.2785987323059703,0.6532136489239986
Corrugated Cardboard,5487.63,19.65,72.77,43.366666666666674,83.03,0.62,0.655229022132458,0.3296099122797267,0.5704980072591593
Cotton Fiber,4911.55,10.38,88.29,49.85,66.14,2.03,0.547271300176723,0.25389978835369276,0.5343509710690781
PLA Bioplastic,7355.2,8.421694915254237,76.79,53.01,69.14,3.3,0.5283490583186063,0.28616612019926274,0.5430662800308836
PHA Bioplastic,5104.74,3.71,83.04,56.29,65.71,2.95,0.4890764781620803,0.20744593701600772,0.501572690890524
Starch-Based Packaging,3646.21,3.85,90.1,20.14,81.92,1.03,0.8571333905579398,0.2694197319450227,0.6625193004400611
PHA Bioplastic,6685.3,8.64,96.66,61.63,69.12,3.9,0.4521214238828578,0.2517395739872116,0.5398297219000522
Molded Pulp,2964.95,7.52,85.27,24.6,96.5,0.93,0.8614641504670537,0.2629447232359102,0.654606646913275
Recycled Paperboard,6851.31,34.6,78.55098360655738,41.2,88.12,0.92,0.689644019187074,0.43972480306182293,0.6215002880314395
Starch-Based Packaging,3978.48,9.11,94.71,32.35,80.66,1.34,0.745463968694774,0.2723771305771474,0.6281182997712123
PHA Bioplastic,7615.14,3.49,94.24,53.13,62.18,3.51,0.5064087200201969,0.26594642237741767,0.5676413464716996
Mushroom Mycelium,3407.13,9.65,95.4,25.77,77.24,1.7,0.7933458520575611,0.2800003579185343,0.6387614198732355
Cotton Fiber,4443.8,2.44,94.72,44.37016393442623,73.24,2.93,0.6169919672545018,0.21743440103052603,0.5749591215165386
PLA Bioplastic,9214.54,9.69,72.39,42.21,66.22,3.48,0.6150195051754607,0.35818406675341846,0.5980063323259812
PHA Bioplastic,7602.56,3.62,86.98,62.73,66.91,2.16,0.4357716561474375,0.24211727718384385,0.5260167823103197
Hemp Fiber,5079.79,3.57,93.81,28.87,84.08,2.37,0.7864737793486491,0.2754403380298234,0.6633288289761747
Recycled Paperboard,3577.56,17.4,89.12,29.59,89.73,1.39,0.7970617495581922,0.31356567736481156,0.639331404640113
Recycled Paperboard,3723.96,17.38,89.28,46.41,82.31,0.89,0.6261776647311285,0.2740112732902939,0.5633747800569182
Hemp Fiber,6784.72,32.41,87.53,31.64,82.75,2.48,0.7580076369603634,0.45127081673931546,0.663913542909817
Hemp Fiber,7740.16,10.2,98.25,29.13,72.47,1.53,0.7493463797020954,0.3634843826885536,0.6890654683517734
Aluminum Packaging,10175.38,15.25,4.46,66.34,96.45,4.21,0.4924931456702852,0.34551733474699764,0.44590474793753776
Recycled Paperboard,7461.37,9.05,73.02,33.93,86.66,0.85,0.7495028477657157,0.3397389250094308,0.6444507390641951
Bamboo Fiber,4418.68,16.49,90.67,21.06,83.47,1.73,0.8536541302701337,0.34774422277943895,0.6751963658289135
Plywood (Lightweight),11520.53,20.96,67.52,40.78,65.38,2.11,0.6251352032315071,0.4669740781111905,0.6275740228260918
Plywood (Lightweight),9266.82,31.73,69.57,40.77,63.01,3.2235849056603785,0.6181135647563746,0.4758049734096814,0.592200008632993
Starch-Based Packaging,1816.96,6.95,92.15,29.28,71.32,1.5,0.7445709568290835,0.22459033942686718,0.5825846745631292
Plywood (Lightweight),10309.65,70.64,60.09,54.9,55.37,3.81,0.47033873011865684,0.6609216889871057,0.5205215466317475
Molded Pulp,3241.76,15.52,89.33,32.04,95.57,1.48,0.7929331759656653,0.2908403693397129,0.6369722667302448
Cotton Fiber,3743.8,19.1,91.84,39.03,63.14,2.58,0.6338784700833122,0.30186260170889756,0.5584140520195555
Starch-Based Packaging,3614.6,5.54,91.61,25.11618181818182,84.24,1.02,0.8201230892107134,0.26486422160717754,0.6508504457494184
Hemp Fiber,7790.55,29.24,93.34,23.51,70.54,1.57,0.7932155566776066,0.47625044212156387,0.6974347135353663
Recycled Paperboard,7153.08,21.83,74.33,39.46,89.95,1.4,0.7105089245140116,0.3849062611169775,0.6279548020151953
Corrugated Cardboard,5396.47,34.99,79.36,52.37,80.73,0.64,0.5687741959101237,0.38359047328374746,0.5435909300352801
Starch-Based Packaging,2836.88,7.26,91.54,17.77,75.61,2.27,0.8591450719515273,0.2762209243953634,0.6492689227009115
Recycled PET (rPET),11892.25,5.57,15.09,52.32,75.41,1.62,0.5532560035344609,0.36664569094637356,0.5046933764759981
Kraft Paper,5703.31,13.45934426229508,91.31,35.0,81.53,0.43,0.7246581646048977,0.32345556699579625,0.639630858977994
Bamboo Fiber,4994.7,27.62,94.17,38.75,82.14,1.06,0.693352592779601,0.3719534409295926,0.621441826491386
Recycled Paperboard,6592.58,27.22,86.69,34.34,90.17,1.3,0.7564100252461499,0.41391309331719417,0.6638821410064298
Starch-Based Packaging,2899.12,6.55,97.41,19.98,66.32,1.72,0.8117471749558192,0.2682847753087182,0.635033161062223
Hemp Fiber,5759.84,33.44,90.34,21.26,89.7,1.27,0.8705768997727846,0.46166675955210545,0.7069333370644201
Plywood (Lightweight),8010.59,44.68,52.14,47.97,71.41,3.56,0.5796932668518051,0.49812389143418295,0.5274512281087033
Starch-Based Packaging,2762.19,4.79,94.18,25.11618181818182,68.29,1.19,0.7722730892107135,0.24348425977471738,0.6109427944373877
PHA Bioplastic,6507.48,4.36,85.15,39.03,55.92,3.68,0.6122184700833122,0.2832111193533763,0.5732249273567617
Bamboo Fiber,5474.2,18.86,92.89266666666666,33.37,75.25,1.4255932203389825,0.7202210931582933,0.3505242027098827,0.6328770263270185
Kraft Paper,5427.43,16.75,90.17,42.36,85.44,0.8,0.6713540823024489,0.316056227123685,0.6130395679014257
Bamboo Fiber,3049.97,9.38,87.38,34.52,75.88,0.87,0.7119495177985355,0.24917845894703416,0.5813369438431729
Mushroom Mycelium,1342.46,14.09,99.56,28.32,63.36,2.331016949152542,0.7291736632163595,0.25382932795133095,0.5778145570663534
Mushroom Mycelium,2275.6799999999994,4.93,99.45,22.1,84.84,2.47,0.8485745316839182,0.24180656253556912,0.6585092418265205
Corrugated Cardboard,4345.16,19.1,79.56041666666668,45.0,94.37,0.96,0.6748166397374401,0.2991632180407278,0.5829593391235683
Cotton Fiber,3187.29,2.7,93.72,33.17,72.56,2.36,0.7139183236556425,0.22119064214784828,0.5946222008937023
Bagasse Fiber,4405.24,23.56,93.68,26.74,83.75,1.01,0.8043047841454177,0.3693471531518042,0.6600658862952298
Aluminum Packaging,15008.15,15.06,4.11,75.14,94.43,2.82,0.40867500378692245,0.4217582766732977,0.482412245051127
Aluminum Packaging,10353.12,25.95,2.75,66.56,85.76,4.69,0.45847919212320115,0.40343437131347054,0.4230105174173915
PLA Bioplastic,7629.49,9.64,66.86,67.66,58.84,1.69,0.3679994243877809,0.2610651553909586,0.4513384913223198
PLA Bioplastic,7503.58,11.41,61.53,67.77,56.34,1.81,0.3595274476142388,0.26726455915309233,0.4333073072808136
Bagasse Fiber,2957.92,20.75,91.01,27.89,94.4,1.48,0.8260932087856602,0.32227074183400717,0.6493318357565918
Bamboo Fiber,3294.54,19.27,89.63,27.05,75.55,1.69,0.7769655768745265,0.3237351758963921,0.6172441048175532
Molded Pulp,2933.19,6.84,87.28,25.69,93.99,1.27,0.8443027442565008,0.25605584620493566,0.648993248168229
Kraft Paper,4304.84,8.85,76.03,31.06,85.67,0.91,0.7718926054026762,0.2810165489536197,0.6106582627168579
Recycled PET (rPET),10586.89,26.8,14.5,70.11,87.42,2.57,0.4320908507952537,0.4036361530323996,0.4400200635979429
Recycled PET (rPET),8660.17,14.66,11.53,55.54,82.32,1.45,0.5455335925271396,0.33858623345767225,0.44931828030581566
Cotton Fiber,3577.7,10.394833333333334,85.95,39.39,63.71,1.33,0.6324074551880838,0.25294020648856924,0.5438347428186222
Bagasse Fiber,4797.44,3.94,94.95833333333331,30.99,88.36,1.33,0.7805811360767483,0.2661744892381315,0.6618028814679947
Corrugated Cardboard,5785.48,24.99941176470588,73.57,42.3,88.46510638297873,0.63,0.6809595706005898,0.36583566695567526,0.5916054099286079
PHA Bioplastic,5494.66,1.67,92.91,63.39,65.61,3.94,0.4260397955061853,0.18709268634313964,0.5002640306968396
Plywood (Lightweight),10006.4,25.27,60.93,51.08,69.77,3.8,0.5472928326180257,0.431898279674395,0.5607900706627971
Recycled Paperboard,4269.43,19.02725806451613,71.27,44.21,84.31,0.69,0.6516172002019691,0.29922691793297895,0.5480633461116198
Recycled Paperboard,5643.29,20.14,78.86,25.49,93.12,0.79,0.84345997475385,0.38045445623139706,0.6729709191124389
Kraft Paper,7504.04,11.84,79.73,28.07,76.17,0.68,0.7698127013380459,0.36970410753842065,0.6597553125352118
Molded Pulp,1549.17,11.30653846153846,95.72,32.24,95.85,0.94,0.7920059454683159,0.23392621649046103,0.6234510505062917
Hemp Fiber,4246.7,6.06,93.39,25.52,85.69,1.27,0.8209048901792475,0.2795136927852402,0.6655389045474656
PLA Bioplastic,6304.92,3.87,81.97,54.54316666666667,62.89,2.45,0.49605176386434396,0.23736856774404913,0.5189251144678566
PHA Bioplastic,5408.11,10.73,92.67,36.78,61.83,3.6,0.6498298131784902,0.2989059191733023,0.5916579797052723
Recycled PET (rPET),10613.57,15.14,12.18,69.07,73.57,2.4,0.39973044938146934,0.3470770686972715,0.4120250453410932
Bamboo Fiber,4588.19,22.4,99.11,27.47,84.3,1.14,0.7995043928300933,0.36532563151090736,0.6720964447223158
Hemp Fiber,6029.85,14.23,92.91,22.53,70.97,1.23,0.8031649861146175,0.3656038830622448,0.6739760580738068
Hemp Fiber,5147.11,24.53,88.36,27.27,78.22,2.24,0.7830316233274425,0.38824183384258304,0.6477946987424303
Molded Pulp,1655.63,10.96,99.11,36.7,89.32,0.78,0.7330067053774298,0.22308147529556904,0.6019315982823139
Mushroom Mycelium,2300.46,14.11,99.32,20.91,65.71,1.58,0.8016995531431457,0.29234937434032016,0.6248777668558148
Corrugated Cardboard,6446.32,13.99,70.89,48.85,93.72,0.97,0.6388474526634688,0.3064950916032861,0.5821421982548007
Starch-Based Packaging,2980.8583333333336,6.67,98.77,16.22,84.91,1.21,0.9007411083059833,0.28007379171013813,0.6904362673736626
PHA Bioplastic,5107.49,1.96,89.13416666666666,46.2,55.51,3.45,0.5476332567533451,0.22401071774951892,0.5316269286394435
Mushroom Mycelium,3153.17,5.5,99.2,27.99,68.39,2.86,0.7471795935369855,0.24791041462085847,0.6163440320636401
Starch-Based Packaging,3179.2,8.38,93.98,26.61,82.44,1.49,0.8015234839686948,0.2666840310001135,0.6396201504523593
Plywood (Lightweight),11183.72,32.46,53.35,46.92,69.85,4.36,0.5842912269628882,0.5034572426628391,0.5796938850334328
Recycled PET (rPET),10699.62,26.79,12.878653846153847,46.06,75.77,2.17,0.6096503181014894,0.46662125629894846,0.5062887929759862
PLA Bioplastic,6174.52,13.6,77.66,46.01,67.46,2.76,0.5851621257258268,0.3060749495543533,0.5497378951762308
PLA Bioplastic,7424.73,8.421694915254237,69.51,53.38,61.12,3.07,0.5010196818985104,0.286662544517186,0.5121219839708763
Corrugated Cardboard,5293.51,26.54,81.9,42.06,83.12,0.98,0.6670449280484726,0.3642119883743123,0.5909109467846625
Cotton Fiber,3364.0,17.45,87.77542372881356,34.87,60.05,1.61,0.6613668644281746,0.2960980077989318,0.5539889525573344
Mushroom Mycelium,1858.74,13.44,97.3,16.89,66.36,1.76,0.8391708861398637,0.28997786477683485,0.6305406827898854
Plywood (Lightweight),8413.23,37.56,50.27,59.77,56.36,2.78,0.4302766675082049,0.4401420653552503,0.45513445467968383
Cotton Fiber,4228.78,8.28,88.44,44.37016393442623,62.9,1.6,0.5859719672545018,0.24292854539601644,0.5383873739861568
PLA Bioplastic,9896.1,10.77,75.94,69.56,55.75,3.23,0.3419407346629638,0.3086912611198334,0.4911187914274977
PLA Bioplastic,6658.24,5.69,75.91,69.72,56.67,2.29,0.3432869502650846,0.21564599288532357,0.44233026300234063
Bamboo Fiber,4543.76,16.94,97.6,30.46,84.92,1.17,0.7749442968947234,0.3288916045445901,0.6583046333169033
Bamboo Fiber,4591.01,20.03,86.44,30.11,79.04,1.64,0.7603969502650846,0.3465772740362223,0.6262545793106027
Plywood (Lightweight),13511.31,31.69,55.2,49.57,61.626296296296296,2.56,0.5362043117619006,0.5407109020918587,0.5928316284731074
Recycled Paperboard,7420.55,17.31,88.55,26.55,85.97,1.37,0.8126436531178994,0.3998463140636329,0.7014825481550037
Cotton Fiber,5644.22,17.67,86.0,47.8,62.03,2.94,0.5530554127745518,0.31149574125082663,0.540614754144146
Recycled Paperboard,6298.17,10.85,78.6,31.99,84.29,0.68,0.7595349835900025,0.3299259506426673,0.6402806290205255
Cotton Fiber,3990.36,2.27,89.82,51.93,72.26,2.75,0.5472521030042918,0.1881486081632952,0.5275629045995206
Cotton Fiber,3320.58,5.95,85.14,55.86,74.01,2.1273770491803274,0.517776023731381,0.1832990680043991,0.49647479517864346
Bamboo Fiber,4936.2,24.44,96.68,25.07,88.81,1.2,0.8342411587982832,0.38899559325863786,0.690709756385123
Cotton Fiber,3197.44,14.6,80.17,45.83,69.34116666666667,2.71,0.592396133173441,0.2504009603098517,0.5132688745668115
Bamboo Fiber,5772.63,26.55,90.42,36.09,80.14,1.38,0.7108567583943448,0.38919273345258865,0.6320108117488714
Bamboo Fiber,5836.11,13.87,97.26,22.66,85.29,1.29,0.8449762862913405,0.3594453537412853,0.7078437883808603
Bagasse Fiber,3169.09,17.22,94.95833333333331,21.86,85.09,0.92,0.8514452082807371,0.32375483119051773,0.6647108489549192
Corrugated Cardboard,5147.686470588235,35.15,87.22,44.51,82.33,1.11,0.6430263544559455,0.3991350694981405,0.5884545395425368
PLA Bioplastic,8672.33,1.09,65.99,66.22,57.67,2.471724137931034,0.37721348396869475,0.24235508630089428,0.4688015297241107
Kraft Paper,7636.28,13.86,85.97050847457626,35.313870967741934,84.0,0.9,0.7292947528727676,0.3644852298481629,0.6625186560053274
Mushroom Mycelium,1434.58,1.41,97.36,11.26,61.0,2.15,0.8728384246402423,0.23383554895266812,0.6347160886591217
Corrugated Cardboard,4031.06,39.55,74.65,50.46,84.95,0.98,0.5983112471598081,0.38368077323608846,0.5287643007675806
Kraft Paper,4662.71,5.17,85.95,27.0,85.65,0.85,0.8077073844988639,0.2797769556162173,0.651377212672406
Cotton Fiber,4662.17,7.93,86.36,36.36,79.96,1.35,0.7079309972229234,0.27027479338584176,0.6053641885227798
Corrugated Cardboard,6716.96,29.63,72.19,44.02,82.46,0.8552000000000001,0.6477460691744508,0.4043801644720346,0.5846920707648543
Recycled Paperboard,6137.83,32.62,71.62,39.37,93.39,0.61,0.7216241782378188,0.41952204623680783,0.6140836042936936
Cotton Fiber,4527.52,5.95,82.28,49.43,69.34116666666667,1.83,0.5605859842211562,0.2243643017422911,0.5243847107058117
Bagasse Fiber,2021.05,22.57,98.35,28.51,81.8,1.2606666666666666,0.7828147942438777,0.3107537959758276,0.6220235183032261
Molded Pulp,1977.79,17.8,92.26,22.68,95.78,0.86,0.8762695632416055,0.3001457812859353,0.6592003301600964
PLA Bioplastic,9166.78,1.23,79.55,44.67,52.89,3.17,0.5532925700580661,0.30765072081936096,0.5756293005045254
PLA Bioplastic,9733.74,2.99,82.79,50.19,69.1,2.08,0.5531470083312295,0.3143960510324831,0.6023812328475121
Recycled PET (rPET),8889.77,20.76,10.5,62.82,79.85,1.23,0.47379640242363036,0.3561808981657742,0.41829011246222386
Corrugated Cardboard,5184.43,17.03,82.61,30.39,81.61,1.05,0.7656328275687957,0.3427107372055572,0.6318227116038546
Plywood (Lightweight),11024.2,61.81,62.88,53.43,58.74,2.51,0.4934378742741732,0.6340985914520874,0.5494404980763228
Corrugated Cardboard,5352.11,28.91,79.56041666666668,38.15,89.23,0.54,0.7199242842716487,0.38743028109585337,0.6141577353022194
Bamboo Fiber,5878.81,14.77,92.54,22.02,85.78,1.05,0.8521014238828579,0.36655028617020236,0.7024559156624732
Recycled Paperboard,3890.58,24.22,74.93,33.72,80.16,1.0,0.7318584397879322,0.344517712951994,0.5809702905594916
Bamboo Fiber,3812.24,19.82,87.29,36.32,79.33,1.83,0.7063944433223932,0.31380093880597526,0.5930026703564185
Aluminum Packaging,15636.59,7.19,2.51,74.19836734693877,94.67,4.3,0.4177154134958705,0.3967476338492606,0.4929519012075818
Hemp Fiber,7532.06,4.03,94.4,33.57,80.91,1.7308620689655172,0.7354338626609441,0.3163849713609741,0.678211917509472
PHA Bioplastic,8069.33,4.56,93.89,38.24,58.27433333333333,3.48,0.6262620305478414,0.3183641435094009,0.6225250030768437
Molded Pulp,3761.97,12.98,85.98,29.6116,86.77,1.049795918367347,0.7879908886644786,0.29466181180963735,0.6298882730708388
Starch-Based Packaging,2851.65,11.1,90.28,19.45,70.16,1.26,0.8279503357737944,0.2919555849275568,0.6297120297916146
Starch-Based Packaging,2980.8583333333336,9.53,96.49,16.62,65.24,1.08,0.838196647311285,0.29371558505591516,0.6450164768522586
Recycled Paperboard,7141.93,24.98,70.49,40.46,93.05,0.94,0.7109727720272658,0.3982895376314427,0.6225073695393755
Kraft Paper,5716.23,17.68,91.84,35.313870967741934,77.47,0.53,0.7097047528727675,0.344551195517125,0.6315827863107031
Molded Pulp,2786.8,14.36,91.86,29.6116,95.89,1.15,0.8153508886644786,0.2816680327646544,0.6448536349340108
Hemp Fiber,6839.86,8.81,93.46,17.59,88.36,2.37,0.8989855793991416,0.36697448561838264,0.7410637149663124
PHA Bioplastic,5494.22,5.29,97.88,46.52,47.81,2.77,0.5217056879575865,0.24821897059948375,0.5384935696939185
Cotton Fiber,3723.24,15.65,92.05,45.37,71.44,2.1273770491803274,0.602757263317344,0.2677593544641677,0.5511081700336762
Corrugated Cardboard,5354.3,32.12,82.61,37.99,89.53,0.8552000000000001,0.7222380686695278,0.4043239493681997,0.6215033193457826
Bamboo Fiber,5748.9,27.97,90.5,22.56,88.62,1.32,0.8558499015400152,0.4301371361075115,0.7000018779849981
Kraft Paper,7875.89,7.22,85.72,38.3,79.97,0.96,0.6908188613986367,0.32785982100698413,0.6463462061801164
Starch-Based Packaging,3979.77,1.72,95.09,31.99,80.05,1.1,0.7468149835900024,0.2354539262800181,0.6290423344359882
Recycled PET (rPET),11508.14,26.59,17.72,49.02,80.08,1.28,0.596425306740722,0.4747585479398152,0.5258689140361843
Plywood (Lightweight),11891.09,60.97,51.9,61.05,56.15,2.99,0.4183363923251704,0.628393411238131,0.5067967146280301
Bamboo Fiber,3525.37,7.73,95.73,24.97,86.54,0.82,0.8283147740469579,0.2746166909129636,0.6628762145965926
PLA Bioplastic,9410.33,13.6,60.61,64.17,64.8,2.32,0.4167175965665236,0.3268025035560862,0.4914407531226711
Hemp Fiber,6812.15,3.59,87.49,24.16,79.09,1.33,0.8131220575612219,0.32307584764772057,0.6852629000901828
PLA Bioplastic,7910.621499999999,8.51,68.89,43.13,65.0,1.81,0.6032302448876545,0.32298911382648365,0.5649542362794755
Recycled PET (rPET),7623.28,5.59,8.17,60.16181818181818,77.55,1.84,0.49038450230658004,0.2591194603604638,0.3995484396748835
Recycled Paperboard,4267.88,4.74,76.37,29.99,93.37,1.25,0.8044472885634941,0.26190213258409284,0.630220698699519
Cotton Fiber,4164.17,6.94,88.56,46.94,68.86,2.85,0.5811445039131533,0.2282466383739027,0.5398188885823442
Cotton Fiber,5162.03,8.88,85.23,45.17,77.29,2.63,0.6220744938146932,0.26318401380748946,0.5721121190549099
Bamboo Fiber,5661.6,3.19,86.02,36.46,80.59,1.58,0.7089373819742489,0.2663021289698827,0.6209866854263228
Corrugated Cardboard,4817.69,26.21,75.32,51.88,93.96,0.6,0.6127939106286291,0.3279400265256975,0.5548866243378257
Recycled Paperboard,4477.83,15.91,89.42,46.73,88.05,1.28,0.6405700959353698,0.28118301486619385,0.5855560402576137
Corrugated Cardboard,6708.33,6.12,79.1,50.04,88.46510638297873,1.19,0.6125677503531775,0.26856385211759354,0.5876070616255625
Cotton Fiber,4891.66,14.25,83.84,55.98,67.04,1.89,0.49580568543297143,0.2578404950467564,0.5037204181088288
Kraft Paper,7459.8,18.17,90.22,35.97,76.92,0.44,0.7022570966927544,0.3812777202237836,0.6516590725940331
Hemp Fiber,6587.71,17.21,91.43945454545457,27.54,80.97,1.96,0.788895862156021,0.3796995406903657,0.6806674356929298
Molded Pulp,2933.12,7.56,85.53,38.12,96.89,1.4,0.743169368846251,0.22836196619037819,0.6042168671728281
Aluminum Packaging,13486.1,10.31,2.42,87.78,95.5,3.72,0.3001960363544559,0.3341979961734292,0.4098154747129039
Kraft Paper,5979.862698412697,3.93,82.92,30.09,84.58,0.81,0.7771936733148195,0.29272294594302894,0.6517935810854113
Molded Pulp,3747.48,15.67,89.74,32.43,90.55,0.99,0.7744270764958343,0.30102905283810943,0.6340799004937293
Cotton Fiber,5498.54,16.59,85.4,57.28,67.91,1.68,0.48692868720020194,0.279032338527456,0.5130254581888786
Mushroom Mycelium,2480.17,12.62,96.99,21.76,72.62864406779661,2.75,0.8149447557328016,0.28626766436068846,0.6336040963427727
Hemp Fiber,4916.1,8.65,89.58,19.37,82.66,1.92,0.8661572279727341,0.3220809616367696,0.685469419658579
Aluminum Packaging,14058.05,31.05,3.28,81.6,93.15652173913044,2.85,0.34777302393993614,0.46781759421314,0.4390792013118874
Bamboo Fiber,5284.19,25.81,95.13,30.47,76.59,1.74,0.749865935369856,0.38954076950049954,0.6480867021095126
PLA Bioplastic,7910.621499999999,8.1,82.62,40.43,51.33,2.41,0.5860778566018682,0.3277051644801934,0.575329166277328
Kraft Paper,4570.17,7.51,85.97050847457626,48.69,77.84,0.61,0.5926212370613482,0.23510181449624673,0.552231965810489
Mushroom Mycelium,3287.6,10.5,96.31,14.16,75.31,2.72,0.8901435824286795,0.31120639878844913,0.6788451586622812
PLA Bioplastic,8633.68,8.82,68.81,49.37,71.51,2.52,0.5676226533703611,0.3237000616903863,0.5653409867357384
PLA Bioplastic,6458.83,1.86,77.98,50.73,68.8,3.03,0.5474754859883867,0.23986480660247533,0.5395714376181938
Aluminum Packaging,16852.2,14.92,0.12,85.42,93.15652173913044,2.55,0.31401892144056726,0.4330280801988549,0.46140198172238556
Recycled Paperboard,4776.83,11.84,72.56,48.25,88.03,0.61,0.6270791441555162,0.2626469093224672,0.5506165745350542
Cotton Fiber,4255.55,3.2,92.67,33.66,74.8,2.33,0.7163086089371371,0.24449377002704173,0.611628331690814
PLA Bioplastic,6318.88,11.39,72.91,54.54316666666667,68.38,2.471724137931034,0.512521763864344,0.2761803752940996,0.5119805735580993
Kraft Paper,5587.57,3.78,79.67,27.33,80.25,0.44,0.7885914541782378,0.2908512886014239,0.6410249652149206
Recycled PET (rPET),8150.28,21.83,12.878653846153847,65.16,74.61,1.85,0.4373998056046453,0.3405403589689517,0.3923003872069167
Bagasse Fiber,3854.28,14.68016393442623,92.7,33.4,85.11,0.82,0.7495360085836908,0.29570663125796626,0.6271011071825694
Cotton Fiber,4610.2,15.42,87.96,52.46,71.77,2.22,0.5410989421863166,0.2669301466265243,0.5304163250207745
Mushroom Mycelium,1027.4,14.52,95.74,15.33,73.97,1.92,0.8757852840191871,0.2823448030781136,0.6357166601181221
Plywood (Lightweight),11476.95,59.55,71.49,54.88,62.52,2.9,0.4919654531683918,0.6281750503081308,0.5757346879084628
Aluminum Packaging,16747.82,40.38,4.12,72.66,93.15652173913044,4.11,0.42676822717144336,0.5935249488031403,0.5161212624783792
Aluminum Packaging,14906.820204081634,49.34,1.99,77.55,96.53,4.22,0.39367987629386525,0.5892039178629235,0.4716774996278711
Recycled PET (rPET),10071.08,17.36,12.878653846153847,49.21,81.84,2.32,0.6000264377682403,0.3974275151902961,0.4968011538880747
Mushroom Mycelium,1946.89,5.91,99.23,20.89,75.52,2.331016949152542,0.8313062761928806,0.24311721066327036,0.6389374626459146
Kraft Paper,6642.72,15.12,90.11,40.66,84.48,0.85,0.6834955415299167,0.3370014175929986,0.6361900201052719
Starch-Based Packaging,3390.87,8.6,94.80654545454549,33.19,71.46,1.73,0.7104416006059076,0.25555407798381086,0.5976633351101084
PHA Bioplastic,8562.24,6.491803278688525,86.66,48.13,61.62,3.35,0.5489094824539257,0.3134335181827344,0.5848937122723972
Cotton Fiber,4519.35,12.47,87.77542372881356,58.23,64.03,2.1273770491803274,0.4668943423377935,0.23538123699634192,0.49131434103321425
Kraft Paper,5112.14,22.84,85.97050847457626,35.82,84.48,0.7,0.7262625195657662,0.3572791050726324,0.6226126529445446
Hemp Fiber,5480.83,12.3,89.22,24.35,78.54,1.68,0.8097931885887402,0.3398260802827693,0.666363950891211
PHA Bioplastic,5260.28,6.491803278688525,82.79,39.32,58.94,3.38,0.618715985862156,0.2677398232721703,0.5541963113012387
PHA Bioplastic,6081.16,9.65,91.93,51.17,49.07,2.7,0.48439757889421864,0.2708914627307596,0.520548190397898
Kraft Paper,6465.6,20.06,93.86,35.57,83.3225396825397,0.96,0.7249991767350716,0.3715149629507779,0.6579257025348374
PHA Bioplastic,7291.76,3.38,91.41,50.20177419354839,58.27433333333333,3.100983606557377,0.5205659697616274,0.2661222197738,0.5602627538595836
Mushroom Mycelium,2275.6799999999994,8.26396551724138,98.18,14.21,73.09,1.84,0.8830417748043422,0.2788055162350006,0.6623452632299178
Molded Pulp,2746.49,16.28,99.2,32.61,91.99,0.64,0.7771565690482201,0.2831049422442139,0.6397730794422292
Molded Pulp,1546.28,7.17,93.19,33.28,85.48,0.97,0.7517063468821005,0.2100498740325225,0.5936624841630572
Aluminum Packaging,17319.76,35.91,1.31,64.31,93.31,2.78,0.5010105352183791,0.6034731654775858,0.551248286734999
